"idOrganizacion";"IdLaboratorioCalibracion";"ClbLugarEjecucion";"ClbMagnitud";"ClbInstrumento";"ClbIntervaloMedicion";"ClbIncertidumbreExpandida";"ClbPrincipioMedicion";"ClbMetodoMedicion";"ClbPatronUtilizado";"ClbVigenteApartirDe"
"11";"1";"--";"Intensidad corriente continua";"Pinzas amperimétricas digitales
sonda de corriente";"<p>19,00 Turn coil x2</p><p>60,0 Turn coil x2</p><p>&nbsp;</p><p>19,00 Turn coil x10</p><p>100,0 Turn coil x10</p><p>300,0 Turn coil x10</p><p>&nbsp;</p><p>100 A Turn coil x50</p><p>500 A Turn coil x50</p><p>1 000 A Turn coil x50</p>";"<p>± 36 mA</p><p>± 0,086 A</p><p>&nbsp;</p><p>± 0,036 A</p><p>± 0,12 A</p><p>± 0,56 A</p><p>&nbsp;</p><p>± 0,12 A</p><p>± 1,0 A</p><p>± 1,1 A</p>";"--";"<p>PR-LMEL-02</p>";"--";"--"
"11";"1";"--";"Intensidad corriente alterna";"Pinzas amperimétricas digitales
sonda de corriente";"<p>19 A / 50 Hz Tc x2 </p><p>60 A / 60 Hz Tc x2</p><p>19 A / 50 Hz Tc x10</p><p>100 A / 60 Hz Tc x10</p><p>300 A / 60 Hz Tc x10</p><p>19 A / 50 Hz Tcx50</p><p>100 A / 50 Hz Tc x50</p><p>500 A / 50 Hz Tc x50</p><p>1 000 A / 50 Hz Tc x50</p><p>1 500 A / 50 Hz Tc x50</p>";"<p>± 30 mA</p><p>± 83 mA</p><p>± 30 mA</p><p>± 0,12 A</p><p>± 0,56 A</p><p>± 30 mA</p><p>± 0,12 A</p><p>± 1,0 A</p><p>± 1,1 A</p><p>± 1,3 A</p>";"--";"<p>PR-LMEL-02</p>";"--";"--"
"11";"1";"--";"Resistencia Eléctrica";"Multímetros y megómetros
analógicos y
digitales,pinzas amperimétricas digitales,Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>0,286 ?</p><p>1,262 ?</p><p>&nbsp;</p><p>10,200 ?</p><p>100,227 ?</p><p>1 k?</p><p>10 k?</p><p>100 k?</p><p>1 M?</p><p>10 M?</p><p>100,330 M?</p><p>&nbsp;</p><p>0,997 G?</p><p>&nbsp;</p><p>0,1 ?</p><p>1 ?</p><p>10,011 ?</p><p>100,011 ?</p><p>1 k?</p><p>10 k?</p><p>100,001 k?</p>";"<p>± 42 u?</p><p>± 54 u?</p><p>&nbsp;</p><p>± 0,19 m?</p><p>± 0,29 m?</p><p>± 1,9 m?</p><p>± 49 m?</p><p>± 1,1 ?</p><p>± 5,9 ?</p><p>± 0,21 k?</p><p>± 4,1 k?</p><p>&nbsp;</p><p>± 0,29 M?</p><p>&nbsp;</p><p>± 45 u?</p><p>± 81 u?</p><p>± 0,24 m?</p><p>± 0,41 m?</p><p>± 2,6 m?</p><p>± 32,8 m?</p><p>± 0,60 ?</p>";"--";"<p>PR-LMEL-01, PR-LMEL-02, PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Frecuencia";"Multímetros y megómetros
analógicos y
digitales,Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>10 Hz</p><p>50 Hz</p><p>100 Hz</p><p>&nbsp;</p><p>500 Hz</p><p>900 Hz</p><p>&nbsp;</p><p>1 kHz</p><p>5 kHz</p><p>10 kHz</p><p>&nbsp;</p><p>100 kHz</p><p>&nbsp;</p><p>300 kHz</p><p>500 kHz</p>";"<p>± 9,0 mHz</p><p>± 90 mHz</p><p>± 90 mHz</p><p>&nbsp;</p><p>± 90 mHz</p><p>± 0,11 Hz</p><p>&nbsp;</p><p>± 0,12 Hz</p><p>± 0,12 Hz</p><p>± 0,12 Hz</p><p>&nbsp;</p><p>± 2,5 Hz</p><p>&nbsp;</p><p>± 2,5 Hz</p><p>± 2,5 Hz</p>";"--";"<p>pr-lmel-01, PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Resistencia";"Megóhmetros
telurometros
microohmetro
miliohmetro
ohmetros
medidores de reistencia a tierra
analógicos y
digitales";"<p>  10 m?</p><p>50 m?</p><p>100 m?</p><p>200 m?</p><p>250m?</p><p>300m?</p><p>400m?</p><p>500 m?</p><p>600 m?</p><p>700 m?</p><p>800 m?</p><p>900 m?</p><p>&nbsp;</p><p>1 ?</p><p>2 ?</p><p>3 ?</p><p>4 ?</p><p>&nbsp;</p><p>5 ?</p><p>6 ?</p><p>7 ?</p><p>8 ?</p><p>9 ?</p><p>10 ?</p><p>20 ?</p><p>30 ?</p><p>40 ?</p><p>50 ?</p><p>60 ?</p><p>70 ?</p><p>80 ?</p><p>90 ?</p><p>100 ?</p><p>200 ?</p><p>300 ?</p><p>400 ?</p><p>500 ?</p><p>600 ?</p><p>700 ?</p><p>800 ?</p><p>900 ?</p><p>1,0 k?</p><p>2,0 k?</p><p>3,0 k?</p><p>4,0 k?</p><p>5,0 k?</p><p>6,0 k?</p><p>7,0 k?</p><p>8,0 k?</p><p>9,0 k?</p><p>10,0 k?</p><p>20,0 k?</p><p>30,0 k?</p><p>40,0 k?</p><p>50,0 k?</p><p>&nbsp;</p><p>  </p>";"<p>  ± 0,64 m?</p><p>± 0,65 m?</p><p>± 0,64 m?</p><p>± 0,63 m?</p><p>± 0,63 m?</p><p>± 0,63 m?</p><p>± 0,68 m?</p><p>± 0,67 m?</p><p>± 0,62 m?</p><p>± 0,62 m?</p><p>± 0,62 m?</p><p>± 0,64 m?</p><p>&nbsp;</p><p>± 0,58 m?</p><p>± 0,85 m?</p><p>± 0,87 m?</p><p>± 0,84 m?</p><p>&nbsp;</p><p>± 0,84 m?</p><p>± 0,82 m?</p><p>± 0,83 m?</p><p>± 0,83 m?</p><p>± 0,82 m?</p><p>± 5,8 m?</p><p>± 8,5 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 9,0 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 58 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 0,82 ?</p><p>± 0,82 ?</p><p>± 0,82 ?</p><p>± 0,82 ?</p><p>± 5,8 ?</p><p>± 5,8 ?</p><p>± 5,8 ?1</p><p>± 5,8 ?</p><p>± 5,8 ?</p><p>± 8,4 ?</p><p>± 8,3 ?</p><p>± 8,6 ?</p><p>± 8,3 ?</p><p>± 8,7 ?</p><p>  </p>";"--";"<p>PR-LMEL-01</p>";"--";"--"
"11";"1";"--";"Resistencia";"Megóhmetros
telurometros
microohmetro
miliohmetro
ohmetros
medidores de reistencia a tierra
analógicos y
digitales";"<p>10 k?</p><p>20 k?</p><p>30 k?</p><p>40 k?</p><p>50 k?</p><p>&nbsp;</p><p>0,060 M?</p><p>0,070 M?</p><p>0,080 M?</p><p>0,090 M?</p><p>0,100 M?</p><p>0,200 M?</p><p>0,300 M?</p><p>0,400 M?</p><p>0,500 M?</p><p>0,600 M?</p><p>0,700 M?</p><p>0,800 M?</p><p>0,900 M?</p><p>&nbsp;</p><p>1 M?</p><p>2 M?</p><p>3 M?</p><p>4 M?</p><p>5 M?</p><p>6 M?</p><p>7 M?</p><p>8 M?</p><p>9 M?</p><p>10 M?</p><p>20 M?</p><p>30 M?</p><p>40 M?</p><p>50 M?</p><p>60 M?</p><p>70 M?</p><p>80 M?</p><p>90 M?</p><p>100 M?</p><p>200 M?</p><p>300 M?</p><p>400 M?</p><p>500 M?</p><p>600 M?</p><p>700 M?</p><p>800 M?</p><p>900 M?</p><p>1 000 M?</p><p>2 000 M?</p><p>2 G?</p><p>3 G?</p><p>4 G?</p><p>5 G?</p><p>6 G?</p><p>7 G?</p><p>8 G?</p><p>9 G?</p><p>10 G?</p><p>20 G?</p><p>30 G?</p><p>40 G?</p><p>50 G?</p><p>60 G?</p><p>70 G?</p><p>80 G?</p><p>90 G?</p><p>100 G?</p><p>200 G?</p>";"<p>± 8,2 ?</p><p>± 9,9 ?</p><p>± 8,2 ?</p><p>± 8,2 ?</p><p>± 8,2 ?</p><p>&nbsp;</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>&nbsp;± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>&nbsp;</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 5,8 k?</p><p>± 8,2 k?</p><p>± 8,9 k?</p><p>± 8,9 k?</p><p>± 8,9 k?</p><p>± 8,9 k?</p><p>± 8,9 k?</p><p>± 8,9 k?</p><p>± 8,9 k?</p><p>± 9,5 k?</p><p>± 58 k?</p><p>± 0,25 M?</p><p>± 0,25 M?</p><p>± 0,25 M?</p><p>± 0,25 M?</p><p>± 0,25 M?</p><p>± 0,25 M?</p><p>± 0,25 M?</p><p>± 0,25 M?</p><p>± 0,69 M?</p><p>± 5,8 M?</p><p>± 47 M?</p><p>± 47 M?</p><p>± 47 M?</p><p>± 47 M?</p><p>± 52 M?</p><p>± 47 M?</p><p>± 47 M?</p><p>± 47 M?</p><p>± 47 M?</p><p>± 0,57 G?</p><p>± 0,57 G?</p><p>± 0,57 G?</p><p>± 0,58 G?</p><p>± 0,57 G?</p><p>± 0,56 G?</p><p>± 0,57 G?</p><p>± 0,56 G?</p><p>± 0,57 G?</p><p>± 1,5 G?</p><p>&nbsp;</p>";"--";"<p>PR-LMEL-01</p>";"--";"--"
"11";"1";"--";"Tensión en Corriente Continua-
Generación";"Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>  100 mV</p><p>   -100 mV</p><p>   0 V</p><p>1 V</p><p>   -1 V</p><p>   0 V</p><p>10 V</p><p>   -10 V</p><p>   0 V</p><p>100 V</p><p>   -100 V</p><p>   1 000 V</p><p>   -1 000 V</p><p>  </p>";"<p>  ± 0,61 mV</p><p>   ± 0,92 mV</p><p>   ± 0,49 mV</p><p>± 3,0 mV</p><p>   ± 3,1 mV</p><p>   ± 1,1 mV</p><p>± 31 mV</p><p>   ± 37 mV</p><p>   ± 15 mV</p><p>± 0,37 mV</p><p>   ± 0,34 mV</p><p>   ± 3,6 mV</p><p>   ± 3,9 mV</p><p>  </p>";"--";"<p>PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Tensión en Corriente Alterna-Generación";"Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>  20 mV / 60 Hz</p><p>   100 mV / 60 Hz</p><p>   20 mV / 1 kHz</p><p>100 mV / 1 kHz</p><p>100 mV / 10 kHz</p><p>100 mV / 100 kHz</p><p>   0,2 V / 60 Hz</p><p>   1 V / 60 Hz</p><p>0,2 V / 1 kHz</p><p>1 V / 1kHz</p><p>1 V / 10 kHz</p><p>1 V / 100 kHz</p><p>1 V / 400 kHz</p><p>   2 V / 60 Hz</p><p>   10 V / 60 Hz</p><p>   2 V / 1 kHz</p><p>10 V / 1 kHz</p><p>10 V / 10 kHz</p><p>10 V / 100 kHz</p><p>   20 V / 60 Hz</p><p>   100 V / 60 Hz</p><p>   20 V / 1 kHz</p><p>100 V / 1 kHz</p><p>100 V / 10 kHz</p><p>100 V / 20 kHz</p><p>   200 V / 60 Hz</p><p>   700 V / 60 Hz</p><p>   1 000 V / 60 Hz</p><p>   200 V / 1 kHz</p><p>   700 V / 1 kHz</p><p>700 V / 10 kHz</p><p>1 000 V / 1 kHz</p><p>1 000 V / 10 kHz</p><p>  </p>";"<p>  ± 12 mV</p><p>   ± 34 mV</p><p>   ± 12 mV</p><p>± 30 mV</p><p>± 30 mV</p><p>± 0,12 mV</p><p>   ± 43 mV</p><p>   ± 0,12 mV</p><p>± 43 mV</p><p>± 0,12 mV</p><p>± 0,20 mV</p><p>± 0,98 mV</p><p>± 13 mV</p><p>&nbsp;</p><p>&nbsp;</p><p>   ± 0,42 mV</p><p>   ± 1,2 mV</p><p>   ± 0,42 mV</p><p>± 1,9 mV</p><p>± 2,2 mV</p><p>± 11,5 mV</p><p>   ± 6,9 mV</p><p>   ± 27 mV</p><p>   ± 7,2 mV</p><p>± 29 mV</p><p>± 27 mV</p><p>± 92 mV</p><p>   ± 31 mV</p><p>   ± 0,52 V</p><p>   ± 0,49 V</p><p>   ± 30 mV</p><p>   ± 0,52 V</p><p>± 0,52 V</p><p>± 0,49 V</p><p>± 0,74 V</p><p>  </p>";"--";"<p>PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Resistencia Eléctrica-Generación";"Calibradores multifunción
calibradores de procesos
decadas de resistencias";"<p>  1 ?</p><p>   10 ?</p><p>   100 ?</p><p><br></p><p>   1 k?</p><p>   10 k?</p><p>   100 k?</p><p>  </p>";"<p>  ± 45 m?</p><p>   ± 0,23 m?</p><p>   ± 0,32 m?</p><p><br></p><p>   ± 2,4 m?</p><p>   ± 36 m?</p><p>   ± 36 m?</p><p>  </p>";"--";"<p>PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Resistencia Eléctrica-Generación";"Calibradores multifunción
calibradores de procesos
decadas de resistencias";"<p>  100 k?</p><p>   1 M?</p><p>   10 M?</p><p>   &nbsp;</p><p>   100 M?</p><p>   1 G?</p><p>   10 G?</p><p>   100 G?</p><p>   1 T?</p><p>  </p>";"<p>  ± 0,59 ?</p><p>   ± 4,7 ?</p><p>   ± 0,2 k?</p><p>   &nbsp;</p><p>   ± 4,0 k?</p><p>   ± 0,24 M?</p><p>   ± 47 M?</p><p>   ± 0,56 G?</p><p>   ± 5,1 G?</p><p>  </p>";"--";"<p>PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Intensidad de Corriente Continua-Generación";"Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>0 uA</p><p>100 uA</p><p>-100 uA</p><p><br></p><p>0 mA</p><p>1,9 mA</p><p>-1,9 mA</p><p><br></p><p>0 mA</p><p>10 mA</p><p>-10 mA</p><p><br></p><p>0 mA</p><p>20 mA</p><p>-20 mA</p><p>100 mA</p><p>-100 mA</p><p><br></p><p>0 A</p><p>1 A</p><p>-1 A</p><p>0 A</p><p>5 A</p><p><br></p><p>-5 A</p><p>10 A</p><p>-10 A</p><p>0 A</p><p>30 A</p><p>-30 A</p>";"<p>± 0,25 nA</p><p>± 0,94 nA</p><p>± 0,92 nA</p><p><br></p><p>± 1,9 nA</p><p>± 33 nA</p><p>± 36 nA</p><p><br></p><p>± 21 nA</p><p>± 90 nA</p><p>± 0,11 mA</p><p><br></p><p>± 0,20 mA</p><p>± 0,33 mA</p><p>± 1,6 mA</p><p>± 1,0 mA</p><p>± 8,0 mA</p><p><br></p><p>± 5,5 mA</p><p>± 11 mA</p><p>± 13 mA</p><p>± 0,12 mA</p><p>± 1,0 mA</p><p>&nbsp;</p><p>± 0,9 mA</p><p>± 1,8 mA</p><p>± 1,7 mA</p><p>± 2,0 mA</p><p>± 5,0 mA</p><p>± 5,0 mA</p><p>&nbsp;</p><p>&nbsp;</p>";"--";"<p>PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Intensidad de Corriente Alterna-Generación";"Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>25 uA / 60 Hz</p><p>100 uA / 60 Hz</p><p>25 uA / 1kHz</p><p>100 uA / 1 kHz</p><p><br></p><p>0,2 mA / 60 Hz</p><p>1 mA / 60 Hz</p><p>0,2 mA / 1 kHz</p><p>1 mA / 1 kHz</p><p><br></p><p>2 mA / 60 Hz</p><p>10 mA / 60 Hz</p><p>2 mA / 1 kHz</p><p>10 mA / 1 kHz</p><p><br></p><p>20 mA / 60 Hz</p><p>100 mA / 60 Hz</p><p>20 mA / 1 kHz</p><p>100 mA / 1kHz</p><p><br></p><p>0,2 A / 60 Hz</p><p>1 A / 60 Hz</p><p>0,2 A / 1 kHz</p><p>1 A / 1 kHz</p><p>2 A / 60 Hz</p><p>5 A / 60 Hz</p><p><br></p><p>10 A / 60 Hz</p><p>2 A / 1 kHz</p><p>5 A / 1 kHz</p><p>10 A / 1 kHz</p><p><br></p><p>30 A / 60 Hz</p><p>30 A / 1 kHz</p>";"<p>± 8,5 nA</p><p>± 20 nA</p><p>± 9,0 nA</p><p>± 26 nA</p><p><br></p><p>± 71 nA</p><p>± 0,19 uA</p><p>± 0,10 uA</p><p>± 0,19 uA</p><p><br></p><p>± 0,74 uA</p><p>± 2,0 uA</p><p>± 0,78 uA</p><p>± 2,3 uA</p><p><br></p><p>± 7,4 uA</p><p>± 20 uA</p><p>± 7,4 uA</p><p>± 20 uA</p><p>± 94 uA</p><p>± 0,20 mA</p><p><br></p><p>± 0,11 mA</p><p>± 0,22 mA</p><p>± 1,8 mA</p><p>± 3,0 mA</p><p><br></p><p>± 5,0 mA</p><p>± 2,7 mA</p><p>± 3,0 mA</p><p>± 5.0 mA</p><p><br></p><p>± 13 mA</p><p>± 13 mA</p>";"--";"<p>PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Frecuencia-Generación";"Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>  10 Hz</p><p>   15 Hz</p><p>   100 Hz</p><p>&nbsp;</p><p>200 Hz</p><p>500 Hz</p><p>1 000 Hz</p><p>   &nbsp;</p><p>   1 kHz</p><p>   5 kHz</p><p>   10 kHz</p><p>   100 kHz</p><p>   140 kHz</p><p>   200 kHz</p><p>   500 kHz</p><p>   &nbsp;</p><p>   1 MHz</p><p>  </p>";"<p>  ± 0,010 Hz</p><p>   ± 0,010 Hz</p><p>   ± 0,083 Hz</p><p>&nbsp;</p><p>± 0,083 Hz</p><p>± 0,083 Hz</p><p>± 0,083 Hz</p><p>   &nbsp;</p><p>   ± 0,10 Hz</p><p>   ± 0,10 Hz</p><p>   ± 0,10 Hz</p><p>   ± 0,12 Hz</p><p>   ± 2,3 Hz</p><p>   ± 2,3 Hz</p><p>   ± 2,4 Hz</p><p>   &nbsp;</p><p>   ± 0,58 kHz</p><p>  </p>";"--";"<p>PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Intensidad corriente continua";"pinzas amperimétricas digitales,Multímetros y megómetros
analógicos y
digitales,Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>10&nbsp;uA</p><p>100 uA</p><p>200 uA</p><p><br></p><p>-10&nbsp;uA</p><p>-100 uA</p><p>-200 uA</p><p><br></p><p>2 mA</p><p>-2 mA</p><p><br></p><p>10 mA</p><p>20 mA</p><p>-10 mA</p><p>-20 mA</p><p><br></p><p>100 mA</p><p>-100 mA</p><p><br></p><p>1 A</p><p>2 A</p><p>-1 A</p><p>-2 A</p><p><br></p><p>10 A</p><p>20 A</p><p>30 A</p><p>-10 A</p><p>-20 A</p><p>-30 A</p>";"<p>± 0,39 nA</p><p>± 1,2 nA</p><p>± 3,7 nA</p><p><br></p><p>± 0,25 nA</p><p>± 0,98 nA</p><p>± 7,3 nA</p><p><br></p><p>± 36 nA</p><p>± 40 nA</p><p><br></p><p>± 0,10 uA</p><p>± 0,34 uA</p><p>± 0,12 uA</p><p>± 0,34 uA</p><p><br></p><p>± 1,3 uA</p><p>± 9,0 uA</p><p><br></p><p>± 12 uA</p><p>± 0,45 mA</p><p>± 14 uA</p><p>± 0,43 mA</p><p><br></p><p>± 1,9 mA</p><p>± 4,1 mA</p><p>± 5,1 mA</p><p>± 1,8 mA</p><p>± 4,1 mA</p><p>± 5,1 mA</p>";"--";"<p>PR-LMEL-02, PR-LMEL-01, PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Intensidad corriente continua";"Pinzas amperimétricas digitales
sonda de corriente";"<p>19,00 Turn coil x2</p><p>60,0 Turn coil x2</p><p>&nbsp;</p><p>19,00 Turn coil x10</p><p>100,0 Turn coil x10</p><p>300,0 Turn coil x10</p><p>&nbsp;</p><p>100 A Turn coil x50</p><p>500 A Turn coil x50</p><p>1 000 A Turn coil x50</p>";"<p>± 36 mA</p><p>± 0,086 A</p><p>&nbsp;</p><p>± 0,036 A</p><p>± 0,12 A</p><p>± 0.56 A</p><p>&nbsp;</p><p>± 0,12 A</p><p>± 1,0 A</p><p>± 1,1 A</p>";"--";"<p>PR-LMEL-02</p>";"--";"--"
"11";"1";"--";"Intensidad corriente alterna";"Multímetros y megómetros
analógicos y
digitales,Pinzas amperimétricas digitales
sonda de corriente,Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>100 uA / 60 Hz</p><p>&nbsp;100 uA / 1 kHz</p><p>0,2 mA / 60 Hz</p><p>2 mA / 60 Hz</p><p>0,2 mA / 1 kHz</p><p>2 mA / 1 kHz</p><p>10 mA / 60 Hz</p><p>20 mA / 60 Hz</p><p>10 mA / 1 kHz</p><p>20 mA / 1 kHz</p><p>100 mA / 60 Hz</p><p>100 mA / 1 kHz</p><p>1 A / 60 Hz</p><p>2 A / 60 Hz</p><p>1 A / 1 kHz</p><p>2 A / 1 kHz</p><p>&nbsp;</p><p>10 A / 60 Hz</p><p>20 A / 60 Hz</p><p>30 A / 60 Hz</p><p>10 A / 1 kHz</p><p>20 A / 1 kHz</p><p>30 A / 1 kHz</p>";"<p>± 21 nA</p><p>± 9,7 nA</p><p>± 0,20 uA</p><p>± 2,1 uA</p><p>± 0,12 uA</p><p>± 0,80 uA</p><p>± 2,1 uA</p><p>± 21 uA</p><p>± 2,7 uA</p><p>± 7,4 uA</p><p>± 21 uA</p><p>± 21 uA</p><p>± 0,21 mA</p><p>± 5,1 mA</p><p>± 0,23 mA</p><p>± 2,9 mA</p><p>± 5,1 mA</p><p>± 14 mA</p><p>± 14 mA</p><p>± 5,1 mA</p><p>± 14 mA</p><p>± 14 mA</p><p>&nbsp;</p>";"--";"<p>PR-LMEL-01&nbsp;, PR-LMEL-02, PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Intensidad corriente alterna";"Pinzas amperimétricas digitales
sonda de corriente";"<p>19 A / 60 Hz Tc x2</p><p>60 A / 60 Hz Tc x2</p><p>19 A / 60 Hz Tc x10</p><p>100 A / 60 Hz Tc x10</p><p>300 A / 60 Hz Tc x10</p><p>19 A / 60 Hz Tcx50</p><p>100 A / 60 Hz Tc x50</p><p>500 A / 60 Hz Tc x50</p><p>1 000 A / 60 Hz Tc x50</p><p>1 500 A / 60 Hz Tc x50</p>";"<p>± 30 mA</p><p>± 83 mA</p><p>± 30 mA</p><p>± 0,12 A</p><p>± 0,56 A</p><p>± 30 mA</p><p>± 0,12 A</p><p>± 1,0 A</p><p>± 1,1 A</p><p>± 1,3 A</p>";"--";"<p>PR-LMEL-02</p>";"--";"--"
"11";"1";"--";"Resistencia Eléctrica";"Multímetros y megómetros
analógicos y
digitales,pinzas amperimétricas digitales,Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>0,286 ?</p><p>1,262 ?</p><p>10,200 ?</p><p>100,227 ?</p><p>1 k?</p><p>10 k?</p><p>100 k?</p><p>1 M?</p><p>10 M?</p><p>100,330 M?</p><p>0,997 G?</p><p>&nbsp;</p><p>0,1 ?</p><p>1 ?</p><p>10,011 ?</p><p>100,011 ?</p><p>1 k?</p><p>10 k?</p><p>100,001 k?</p>";"<p>± 42 u?</p><p>± 54 u?</p><p>± 0,19 m?</p><p>± 0,29 m?</p><p>± 1,9 m?</p><p>± 49 m?</p><p>± 1,1 ?</p><p>± 5,9 ?</p><p>± 0,21 k?</p><p>± 4,1 k?</p><p>± 0,29 M?</p><p>&nbsp;</p><p>± 45 u?</p><p>± 81 u?</p><p>± 0,24 m?</p><p>± 0,41 m?</p><p>± 2,6 m?</p><p>± 32,8 m?</p><p>± 0,60 ?</p>";"--";"<p>PR-LMEL-01, PR-LMEL-02, PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Frecuencia";"Multímetros y megómetros
analógicos y
digitales,Calibradores multifunción
calibradores de procesos
generadores de señal
fuentes
de poder";"<p>10 Hz</p><p>50 Hz</p><p>100 Hz</p><p>&nbsp;</p><p>500 Hz</p><p>900 Hz</p><p>&nbsp;</p><p>1 kHz</p><p>5 kHz</p><p>10 kHz</p><p>&nbsp;</p><p>100 kHz</p><p>&nbsp;</p><p>300 kHz</p><p>500 kHz</p>";"<p>± 9,0 mHz</p><p>± 90 mHz</p><p>± 90 mHz</p><p>&nbsp;</p><p>± 90 mHz</p><p>± 0,11 Hz</p><p>&nbsp;</p><p>± 0,12 Hz</p><p>± 0,12 Hz</p><p>± 0,12 Hz</p><p>&nbsp;</p><p>± 2,5 Hz</p><p>&nbsp;</p><p>± 2,5 Hz</p><p>± 2,5 Hz</p>";"--";"<p>pr-lmel-01, PR-LMEL-03</p>";"--";"--"
"11";"1";"--";"Resistencia";"Megóhmetros
telurometros
microohmetro
miliohmetro
ohmetros
medidores de reistencia a tierra
analógicos y
digitales";"<p>10 m?</p><p>50 m?</p><p>100 m?</p><p>200 m?</p><p>250m?</p><p>300m?</p><p>400m?</p><p>500 m?</p><p>600 m?</p><p>700 m?</p><p>800 m?</p><p>900 m?</p><p>&nbsp;</p><p>1 ?</p><p>2 ?</p><p>3 ?</p><p>4 ?</p><p>5 ?</p><p>6 ?</p><p>7 ?</p><p>8 ?</p><p>9 ?</p><p>10 ?</p><p>20 ?</p><p>30 ?</p><p>40 ?</p><p>50 ?</p><p>60 ?</p><p>70 ?</p><p>80 ?</p><p>90 ?</p><p>100 ?</p><p>200 ?</p><p>300 ?</p><p>400 ?</p><p>500 ?</p><p>600 ?</p><p>700 ?</p><p>800 ?</p><p>900 ?</p><p>1,0 k?</p><p>2,0 k?</p><p>3,0 k?</p><p>4,0 k?</p><p>5,0 k?</p><p>6,0 k?</p><p>7,0 k?</p><p>8,0 k?</p><p>9,0 k?</p><p>10,0 k?</p><p>20,0 k?</p><p>30,0 k?</p><p>40,0 k?</p><p>50,0 k?</p>";"<p>± 0,64 m?</p><p>± 0,65 m?</p><p>± 0,64 m?</p><p>± 0,63 m?</p><p>± 0,63 m?</p><p>± 0,63 m?</p><p>± 0,68 m?</p><p>± 0,67 m?</p><p>± 0,62 m?</p><p>± 0,62 m?</p><p>± 0,62 m?</p><p>± 0,64 m?</p><p>&nbsp;</p><p>± 0,58 m?</p><p>± 0,85 m?</p><p>± 0,87 m?</p><p>± 0,84 m?</p><p>± 0,84 m?</p><p>± 0,82 m?</p><p>± 0,83 m?</p><p>± 0,83 m?</p><p>± 0,82 m?</p><p>± 5,8 m?</p><p>± 8,5 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 9,0 m?</p><p>± 8,2 m?</p><p>± 8,2 m?</p><p>± 58 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 82 m?</p><p>± 0,82 ?</p><p>± 0,82 ?</p><p>± 0,82 ?</p><p>± 0,82 ?</p><p>± 5,8 ?</p><p>± 5,8 ?</p><p>± 5,8 ?</p><p>± 5,8 ?</p><p>± 5,8 ?</p><p>± 8,4 ?</p><p>± 8,3 ?</p><p>± 8,6 ?</p><p>± 8,3 ?</p><p>± 8,7 ?</p>";"--";"<p>PR-LMEL-01</p>";"--";"--"
