"idOrganizacion";"IdLaboratorioCalibracion";"ClbLugarEjecucion";"ClbMagnitud";"ClbInstrumento";"ClbIntervaloMedicion";"ClbIncertidumbreExpandida";"ClbPrincipioMedicion";"ClbMetodoMedicion";"ClbPatronUtilizado";"ClbVigenteApartirDe"
"852";"1";"--";"Densidad";"Hidrómetros en (°Baumé)";"<p>(0 a 70) °Baumé</p>";"<p>0,015 °Baumé</p>";"--";"<p>Procedimiento: V-I-V-4.4</p>";"--";"--"
"852";"1";"--";"Densidad";"Hidrómetros en (°Brix)";"<p>(0 a 100) °Brix</p>";"<p>0,016 °Brix</p>";"--";"<p>Procedimiento: V-I-V-4.4</p>";"--";"--"
"852";"1";"--";"Flujo másico (líquido)";"Calibración de medidores másicos";"<p>Desde</p><p>64,1 kg/min</p><p>hasta</p><p>757 kg/min</p>";"<p>0,026%</p>";"--";"<p>Instructivo Técnico; V-I-F-6.1</p><p>Calibración de medidores de flujo utilizando un medidor de flujo másico tipo coriolis</p>";"--";"--"
"852";"1";"--";"Flujo volumétrico (líquido)";"Calibración de medidores de flujo desplazamiento positivo; Calibración de medidores de flujo turbina; Calibración de medidores de flujo coriolis; Calibración de medidores de flujo rotámetros.";"<p>Desde</p><p>105 L/min</p><p>hasta</p><p>757 L/min.</p>";"<p>0,030%</p>";"--";"<p>Instructivo Técnico; V-I-F-6.2</p><p>Calibración De Medidores De Flujo – Método Master Meter</p>";"--";"--"
"852";"1";"--";"Flujo volumétrico (líquido)";"Calibración de medidores de flujo desplazamiento positivo; Calibración de medidores de flujo turbina; Calibración de medidores de flujo coriolis; Calibración de medidores de flujo rotámetros; Calibración de medidores de electromagnéticos; Calibración de medidores de ultrasonicos.";"<p>Desde</p><p>37,85 L/min</p><p>hasta</p><p>757 L/min</p>";"<p>0,030%</p>";"--";"<p>Instructivo Técnico; V-I-F-6.3</p><p>Calibración de medidores de flujo empleando una medida volumétrica patrón (tank prover)</p>";"--";"--"
"852";"1";"--";"Presión neumática";"Registradores Cartográficos (Barton)";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(351,63 a 689,47) kPa</p><p>(51 a 100) psi</p><p>(696,37 a 3447,37) kPa</p><p>(101 a 500) psi</p><p>(3454,27 a 6894,76) kPa</p><p>(501 a 1000) psi</p><p>(6901,65 a 13789,51) kPa</p><p>(1001 a 2000) psi</p>";"<p>4,0 kPa</p><p>0,58 psi</p><p>4,0 kPa</p><p>0,58 psi</p><p>20 kPa</p><p>2,9 psi</p><p>80 kPa</p><p>12 psi</p><p>160 kPa</p><p>23 psi</p>";"--";"<p>Instructivo Técnico: V-I-P-5.6</p>";"--";"--"
"852";"1";"--";"Presión hidráulica";"Registradores Cartográficos (Barton)";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(351,63 a 689,47) kPa</p><p>(51 a 100) psi</p><p>(696,37 a 3447,37) kPa</p><p>(101 a 500) psi</p><p>(3454,27 a 6894,76) kPa</p><p>(501 a 1000) psi</p><p>(6901,65 a 27579,03) kPa</p><p>(1001 a 4000) psi</p><p>(27585,92 a 34473,79) kPa</p><p>(4001 a 5000) psi</p><p>(34480,68 a 68947,57) kPa</p><p>(5001 a 10000) psi</p>";"<p>4,0 kPa</p><p>0,58 psi</p><p>4,0 kPa</p><p>0,58 psi</p><p>20 kPa</p><p>2,9 psi</p><p>80 kPa</p><p>12 psi</p><p>160 kPa</p><p>23 psi</p><p>200 kPa</p><p>29 psi</p><p>400 kPa</p><p>58 psi</p>";"--";"<p>Instructivo Técnico: V-I-P-5.6</p>";"--";"--"
"852";"1";"--";"Flujo másico (líquido)";"Calibración de medidores másicos";"<p>Desde</p><p>64,1 kg/min</p><p>Hasta</p><p>2 972 kg/min</p>";"<p>0,026%</p>";"--";"<p>Instructivo Técnico; V-I-F-6.1</p><p>Calibración de medidores de flujo utilizando un medidor de flujo másico tipo coriolis</p>";"--";"--"
"852";"1";"--";"Flujo volumétrico (líquido)";"Calibración de medidores de flujo desplazamiento positivo; Calibración de medidores de flujo turbina; Calibración de medidores de flujo coriolis; Calibración de medidores de flujo rotámetros.";"<p>Desde</p><p>105 L/min</p><p>Hasta</p><p>4 868 L/min</p>";"<p>0,030%</p>";"--";"<p>Instructivo Técnico; V-I-F-6.2</p><p>Calibración de medidores de flujo – método master meter</p>";"--";"--"
"852";"1";"--";"Flujo volumétrico (líquido)";"Calibración de medidores de flujo desplazamiento positivo; Calibración de medidores de flujo turbina; Calibración de medidores de flujo coriolis; Calibración de medidores de flujo rotámetros; Calibración de medidores de electromagnéticos; Calibración de medidores de ultrasonicos.";"<p>Desde</p><p>37,85 L/min</p><p>Hasta</p><p>3 600 L/min</p>";"<p>0,030%</p>";"--";"<p>Instructivo Técnico; V-I-F-6.3</p><p>Calibración de medidores de flujo empleando una medida volumétrica patrón (tank prover)</p>";"--";"--"
"852";"1";"--";"Temperatura";"Transmisores de Temperatura con o sin display.
(Baño termostático)";"<p>(-30 a 0) °C</p><p>(0 a 50) °C</p><p>(50 a 100) °C</p><p>(100 a 150) °C</p><p>(150 a 200) °C</p>";"<p>0,11 °C</p><p>0,091 °C</p><p>0,093 °C</p><p>0,13 °C</p><p>0,19 °C</p>";"--";"<p>Procedimientos: V-I-T-3.10</p>";"--";"--"
"852";"1";"--";"Temperatura";"Transmisores de Temperatura con o sin display.
(Con Bloque seco)";"<p>(-30 a 0) °C</p><p>(0 a 50) °C</p><p>(50 a 100) °C</p><p>(100 a 150) °C</p><p>(150 a 200)°C</p><p>(200 a 250) °C</p><p>(250 a 300) °C</p><p>(300 a 400) °C</p><p>(400 a 500)°C</p><p>(500 a 660) °C</p>";"<p>0,16 ° C</p><p>0,14 °C</p><p>0,14°C</p><p>0,22 °C</p><p>0,24 °C</p><p>0,35 °C</p><p>0,58 °C</p><p>0,79 °C</p><p>0,79 °C</p><p>1,1 °C</p>";"--";"<p>Procedimientos: V-I-T-3.10</p>";"--";"--"
"852";"1";"--";"Volumen";"Matraces";"<p>1 ml</p><p>2 ml</p><p>5 ml</p><p>10 ml</p><p>20 ml</p><p>25 ml</p><p>50 ml</p><p>100 ml</p><p>200 ml</p><p>250 ml</p><p>500 ml</p><p>1 000 ml</p><p>2 000 ml</p>";"<p>0,0082 ml</p><p>0,0082 ml</p><p>0,0082 ml</p><p>0,0082 ml</p><p>0,013 ml</p><p>0,013 ml</p><p>0,020 ml</p><p>0,033 ml</p><p>0,045 ml</p><p>0,045 ml</p><p>0,068 ml</p><p>0,11 ml</p><p>0,16 ml</p>";"--";"<p>Instructivo Técnico; V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Probetas";"<p>5 ml </p><p>10 ml </p><p>25 ml </p><p>50 ml </p><p>100 ml </p><p>250 ml </p><p>500 ml </p><p>1 000 ml </p><p>2 000 ml</p>";"<p>0,017 ml </p><p>0,024 ml </p><p>0,059 ml </p><p>0,11 ml </p><p>0,17 ml </p><p>0,28 ml </p><p>0,54 ml </p><p>0,82 ml </p><p>1,5 ml</p>";"--";"<p>Instructivo Técnico: V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Pipetas volumétricas";"<p>1 ml </p><p>2 ml </p><p>5 ml </p><p>10 ml </p><p>20 ml </p><p>25 ml </p><p>50 ml </p><p>100 ml</p>";"<p>0,0029 ml </p><p>0,0033 ml </p><p>0,0047 ml </p><p>0,0058 ml </p><p>0,0070 ml </p><p>0,0070 ml </p><p>0,0084 ml </p><p>0,013 ml</p>";"--";"<p>Instructivo Técnico: V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Pipetas graduadas";"<p>1 ml </p><p>2 ml </p><p>5 ml </p><p>10 ml </p><p>20 ml </p><p>25 ml</p>";"<p>0,0022 ml </p><p>0,0028 ml </p><p>0,0047 ml </p><p>0,0058 ml </p><p>0,0069 ml </p><p>0,0069 ml</p>";"--";"<p>Instructivo Técnico: V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Buretas de vidrio";"<p>1 ml </p><p>2 ml </p><p>5 ml </p><p>10 ml </p><p>25 ml </p><p>50 ml </p><p>100 ml</p>";"<p>0,0020 ml </p><p>0,0028 ml </p><p>0,0030 ml </p><p>0,0058 ml </p><p>0,0069 ml </p><p>0,017 ml </p><p>0,033 ml</p>";"--";"<p>Instructivo Técnico: V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Tubos centrífugos";"<p>(0 a 0,1) ml </p><p>(&gt;0,1 a 0,3) ml </p><p>(&gt;0,3 a 0,5) ml </p><p>(&gt;0,5 a 1,0) ml </p><p>(&gt;1,0 a 2,0) ml </p><p>(&gt;2,0 a 3,0) ml </p><p>(&gt;3,0 a 5,0) ml </p><p>(&gt;5.0 a 10) ml </p><p>(&gt;10 a 25) ml </p><p>(&gt;25 a 100) ml</p>";"<p>0,0060 ml </p><p>0,010 ml</p><p> 0,013 ml </p><p>0,010 ml </p><p>0,033 ml </p><p>0,033 ml </p><p>0,060 ml </p><p>0,15 ml </p><p>0,33 ml </p><p>0,33 ml</p>";"--";"<p>Instructivo Técnico; V-I-V 4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Conos Imhoff";"<p>(0 a 2) ml </p><p>(&gt;2 a 10) ml </p><p>(&gt;10 a 40) ml </p><p>(&gt;40 a100) ml </p><p>(&gt;100 a 1000) ml</p>";"<p>0,033 ml </p><p>0,13 ml </p><p>0,29 ml </p><p>0,46 ml </p><p>2,0 ml</p>";"--";"<p>Instructivo Técnico: V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Picnómetro";"<p>1 ml</p><p>2 ml</p><p>5 ml</p><p>10 ml</p><p>25 ml</p><p>50 ml</p><p>100 ml</p>";"<p>1,1 ul</p><p>1,1 ul</p><p>1.1 ul</p><p>1,2 ul</p><p>1,4 ul</p><p>2,3 ul</p><p>3,9 ul</p>";"--";"<p>Instructivo Técnico: V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Volumen";"Dispensadores";"<p>0,02 ml </p><p>0,05 ml</p><p>0,1 ml</p><p>0,2 ml</p><p>0,5 ml</p><p>1 ml</p><p>2 ml</p><p>5 ml</p><p>10 ml</p><p>25 ml</p><p>50 ml</p>";"<p>0,28 ul </p><p>0,28 ul</p><p>0,33 ul</p><p>0,28 ul</p><p>0,54 ul</p><p>0,54 ul</p><p>0,54 ul</p><p>0,55 ul</p><p>0,57 ul</p><p>1,0 ul</p><p>1,9 ul</p>";"--";"<p>Instructivo Técnico: V-I-V-4.2</p>";"--";"--"
"852";"1";"--";"Volumen";"Buretas tipo pistón";"<p>1 ml</p><p>2 ml</p><p>5 ml</p><p>10 ml</p><p>20 ml</p><p>25 ml</p><p>50 ml</p>";"<p>0,47 ul </p><p>0,47 ul </p><p>0,47 ul </p><p>0,48 ul </p><p>0,83 ul </p><p>0,98 ul </p><p>1,9 ul</p>";"--";"<p>Instructivo Técnico: V-I-V-4.2</p>";"--";"--"
"852";"1";"--";"Volumen";"Pipeta de pistón";"<p>20 ul </p><p>50 ul </p><p>100 ul </p><p>200 ul </p><p>500 ul </p><p>1 ml </p><p>2 ml </p><p>5 ml </p><p>10 ml</p>";"<p>0,28 ul </p><p>0,28 ul </p><p>0,28 ul </p><p>0,28 ul </p><p>0,34 ul </p><p>0,88 ul </p><p>1,0 ul </p><p>3,1 ul </p><p>6,2 ul</p>";"--";"<p>Instructivo Técnico: V-I-V-4.2</p>";"--";"--"
"852";"1";"--";"Volumen";"Dilutores";"<p>20 ul </p><p>50 ul </p><p>100 ul </p><p>200 ul </p><p>500 ul </p><p>1 ml </p><p>2 ml </p><p>5 ml </p><p>10 ml </p><p>25 ml </p><p>50 ml</p>";"<p>0,28 ul </p><p>0,28 ul </p><p>0,28 ul </p><p>0,28 ul </p><p>0,34 ul </p><p>0,54 ul </p><p>0,54 ul </p><p>0,55 ul </p><p>0,57 ul </p><p>1,0 ul </p><p>1,9 ul</p>";"--";"<p>Instructivo Técnico: V-I-V-4.2</p>";"--";"--"
"852";"1";"--";"Masa";"Pesas de clase F1,Pesas de clase F2,Pesas clase M1 o inferiores";"<p>F1</p><p>0,100 g</p><p>0,200 g</p><p>0,500 g</p><p>1,000 g</p><p>2,000 g</p><p>5,000 g</p><p>10,000 g</p><p>20,000 g</p><p>50,000 g</p><p>200,000 g</p><p>1 000.000 g</p><p><br></p><p>F2</p><p>0,001 g</p><p>0,002 g</p><p>0,005 g</p><p>0,010 g</p><p>0,020 g</p><p>0,050 g</p><p>100 g</p><p>500 g</p><p><br></p><p>M1</p><p>2 000,00 g</p><p>5 000,00 g</p><p>10000,00 g</p>";"<p>F1</p><p>0,000014 g</p><p>0,000014 g</p><p>0,000019 g</p><p>0,000017 g</p><p>0,000019 g</p><p>0,000025 g</p><p>0,000025 g</p><p>0,000032 g</p><p>0,000049 g</p><p>0,00025 g</p><p>0,0012 g</p><p><br></p><p>F2</p><p>0,000013 g</p><p>0,000013 g</p><p>0,000013 g</p><p>0,000013 g</p><p>0,000013 g</p><p>0,000014 g</p><p>0,000020 g</p><p>0,001 g</p><p><br></p><p>M1</p><p>0,0060 g</p><p>0,0089 g</p><p>0,084 g</p>";"--";"<p>Instructivo Técnico: V-I-M-1.1</p>";"--";"--"
"852";"1";"--";"Vacío";"Indicadores de Vacío (vacuómetros) Tipo Bourdon Vacío Análogos / Digitales";"<p>(-62 a 0) kPa</p><p><br></p><p>(-9 a 0) psi</p>";"<p>0,05 kPa</p><p>0,010 psi</p>";"--";"<p>Instructivo técnico: V-I-P-5.2</p>";"--";"--"
"852";"1";"--";"Vacío";"Indicadores de Vacío (vacuómetros) tipo Bourdon, Medidores de Presión diferencial Análogos / Digitales";"<p>(-62 a 0) kPa</p><p><br></p><p>(-9 a 0) psi</p>";"<p>0,05 kPa</p><p>0,010 psi</p>";"--";"<p>Instructivo técnico: V-I-P-5.2</p>";"--";"--"
"852";"1";"--";"Volumen";"Trampas de agua";"<p>Redonda</p><p>2 ml </p><p>5 ml </p><p>10 ml </p><p><br></p><p>Cónica </p><p>(0 a 1) ml </p><p>(&gt;1 a 10) ml </p><p>(0 a 1) ml </p><p>(&gt;1 a 25) ml</p>";"<p>Redonda </p><p>0,0051 ml </p><p>0,0088 ml </p><p>0,023 ml </p><p><br></p><p>Cónica </p><p>0,014 ml </p><p>0,023 ml </p><p>0,014 ml </p><p>0,023 ml</p>";"--";"<p>Instructivo Técnico: V-I-V-4.1</p>";"--";"--"
"852";"1";"--";"Temperatura";"Calibradores Temperatura Multicalibradores y Simuladores (Tipo K) (Generador)";"<p>(-100 a 0) °C</p><p>(0 a 200) °C</p><p>(200 a 400) °C</p><p>(400 a 600) °C</p><p>(600 a 800) °C</p><p>(800 a 1000) °C</p>";"<p>1,1 °C</p><p>0,96 °C</p><p>0,96 °C</p><p>0,96 °C</p><p>1,1 °C</p><p>1,1 °C</p>";"--";"<p>Procedimiento: V-I-T-3.6</p>";"--";"--"
"852";"1";"--";"Temperatura";"Termómetros Bimetálicos (Bloques secos Patrón con sensor)";"<p>(-30 a 0) °C</p><p>(0 a 140) °C</p><p>(50 a 100) °C</p><p>(100 a 600) °C</p>";"<p>0,18 °C</p><p>0,28 °C</p><p>0,36 °C</p><p>0,65 °C</p>";"--";"<p>Procedimiento: V-I-T-3.2</p>";"--";"--"
"852";"1";"--";"Temperatura";"Termómetros Bimetálicos con Bloques secos Patrón sin sensor";"<p>(-30 a 0) °C</p><p>(0 a 140) °C</p><p>(50 a 100) °C</p><p>(100 a 600) °C</p>";"<p>0,42 °C</p><p>1,1 °C</p><p>0,71 °C</p><p>1,2 °C</p>";"--";"<p>Procedimiento: V-I-T-3.2</p>";"--";"--"
"852";"1";"--";"Temperatura";"Termómetros Bimetálicos con Bloques secos Patrón sin sensor";"<p>(-30 a 0) °C</p><p>(0 a 50) °C</p><p>(50 a 100) °C</p><p>(100 a 150) °C</p><p>(150 a 200) °C</p><p>(200 a 250) °C</p><p>(250 a 300) °C</p><p>(300 a 400) °C</p><p>(400 a 500) °C</p><p>(500 a 660) °C</p>";"<p>0,16 °C</p><p>0,16 °C</p><p>0,14 °C</p><p>0,22 °C</p><p>0,24 °C</p><p>0,35 °C</p><p>0,58 “C</p><p>0,79 °C</p><p>0,79 °C</p><p>1,1 °C</p>";"--";"<p>Procedimiento: V-I-T-3.2</p>";"--";"--"
"852";"1";"--";"Presión neumática";"Indicadores de Presión (manómetros) Tipo Bourdon, Manómetros Analógicos y Digitales";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(344,80 a 689,47) kPa</p><p>(50,01 a 100,00) psi</p><p>(689,54 a 3 447,37) kPa</p><p>(100,01 a 500,00) psi</p><p>(3 448,06 a 6 894,75) kPa</p><p>(500,1 a 1000,0) psi</p><p>(6 895,44 a 13 789,51) kPa</p><p>(1 000,1 a 2 000,0) psi</p>";"<p>0,11 kPa</p><p>0,02 psi</p><p>0,11 kPa</p><p>0,02 psi</p><p>0,35 kPa</p><p>0,05 psi</p><p>2,0 kPa</p><p>0,29 psi</p><p>2,0 kPa</p><p>0,29 psi</p>";"--";"<p>Instructivo Técnico: V-I-P-05</p>";"--";"--"
"852";"1";"--";"Presión hidráulica";"Indicadores de Presión (manómetros) Tipo Bourdon, Manómetros Analógicos y Digitales";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(344,80 a 689,47) kPa</p><p>(50,01 a 100,00) psi</p><p>(689,54 a 3</p><p>447,37) kPa</p><p>(100,01 a 500,00) psi</p><p>(3</p><p>448,06 a 6 894,75) kPa</p><p>(500,1 a 1 000,0) psi</p><p>(6</p><p>895,44 a 13 789,51) kPa</p><p>(1 000,1 a 2 000,0) psi</p><p>(13</p><p>790,20 a 20 684,27) kPa</p><p>(2 000,1 a 3 000,0) psi</p><p>(20</p><p>684,96 a 34 473,78) kPa</p><p>(3 000,1 a 5 000,0) psi</p><p>(34</p><p>474,47 a 68 947,57) kPa</p><p>(5 000,1 a 10 000) psi</p>";"<p>0,11 kPa</p><p>0,02 psi</p><p>0,11 kPa</p><p>0,02 psi</p><p>0,35 kPa</p><p>0,05 psi</p><p>2,0 kPa</p><p>0,29 psi</p><p>2,0 kPa</p><p>0,29 psi</p><p>2,6 kPa</p><p>0,37 psi</p><p>4,1 kPa</p><p>0,59 psi</p><p>8,1 kPa</p><p>1,2 psi</p>";"--";"<p>Instructivo Técnico: V-I-P-05</p>";"--";"--"
"852";"1";"--";"Presión neumática";"Registradores cartográficos de presión analógicos y digitales de clase 0,2 o inferior.";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(351,63 a 689,47) kPa</p><p>(51 a 100) psi</p><p>(696,37 a 3447,37) kPa</p><p>(101 a 500) psi</p><p>(3454,27 a 6894,76) kPa</p><p>(501 a 1 000) psi</p><p>(6901,65 a 13789,51) kPa</p><p>(1 001 a 2 000) psi</p>";"<p>4,0 kPa</p><p>0,58 psi</p><p>4,0 kPa</p><p>0,58 psi</p><p>20 kPa</p><p>2,9 psi</p><p>80 kPa</p><p>12 psi</p><p>160 kPa</p><p>23 psi</p>";"--";"<p>Procedimientos: V-I-P-5.6</p>";"--";"--"
"852";"1";"--";"Presión hidráulica";"Registradores cartográficos de presión analógicos y digitales de clase 0,2 o inferior.";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(351,63 a 689,47) kPa</p><p>(51 a 100) psi</p><p>(696,37 a 3447,37) kPa</p><p>(101 a 500) psi</p><p>(3454,27 a 6894,76) kPa</p><p>(501 a 1 000) psi</p><p>(6901,65 a 27579,03) kPa</p><p>(1 001 a 4 000) psi</p><p>(27 585,92 a 34 473,79) kPa</p><p>(4001 a 5000) psi</p><p>(34 480,68 a 6 8947,57) kPa</p><p>(5001 a 10000) psi</p>";"<p>4,0 kPa</p><p>0,58 psi</p><p>4,0 kPa</p><p>0,58 psi</p><p>20 kPa</p><p>2,9 psi</p><p>80 kPa</p><p>12 psi</p><p>160 kPa</p><p>23 psi</p><p>200 kPa</p><p>29 psi</p><p>400 kPa</p><p>58 psi</p>";"--";"<p>Procedimientos: V-I-P-5.6</p>";"--";"--"
"852";"1";"--";"Temperatura";"Termómetros Digitales Registradores de temperatura cartográficos, Controladores de temperatura Termohigrómetros, Data loggers, Módulos para
TCK, Termómetros ambientales con sensor,
Calibradores, Multicalibradores, TCK, RTD s,
(Bloques secos Patrón con y sin sensor)";"<p>(-30 a 0) °C</p><p>(0 a 140) °C</p><p>(50 a 100) °C</p><p>(100 a 600) °C</p>";"<p>0,18 °C</p><p>0,28 °C</p><p>0,36 °C</p><p>0,65 °C</p>";"--";"<p>Procedimientos:</p><p>V-I-T-3.1</p>";"--";"--"
"852";"1";"--";"Temperatura";"Transmisores de Temperatura con o sin display.
(Con Bloque seco)";"<p>(-30 a 0) °C</p><p>(0 a 50) °C</p><p>(50 a 100) °C</p><p>(100 a 150) °C</p><p>(150 a 200)°C</p><p>(200 a 250) °C</p><p>(250 a 300) °C</p><p>(300 a 400) °C</p><p>(400 a 500)°C</p><p>(500 a 660) °C</p>";"<p>0,16 ° C</p><p>0,14 °C</p><p>0,14°C</p><p>0,22 °C</p><p>0,24 °C</p><p>0,35 °C</p><p>0,58 °C</p><p>0,79 °C</p><p>0,79 °C</p><p>1,1 °C</p>";"--";"<p>Procedimientos: V-I-T-3.10</p>";"--";"--"
"852";"1";"--";"Temperatura";"Calibradores Temperatura Multicalibradores y Simuladores (Tipo K) (Medidor)";"<p>(-100 a 0) °C</p><p>(0 a 200) °C</p><p>(200 a 400) °C</p><p>(400 a 600) °C</p><p>(600 a 800) °C</p><p>(800 a 1000) °C</p>";"<p>1,0 °C</p><p>1,2 °C</p><p>1,0 °C</p><p>1,0 °C</p><p>1,1 °C</p><p>1,1 °C</p>";"--";"<p>Procedimiento: V-I-T-3.6</p>";"--";"--"
"852";"1";"--";"Temperatura";"Calibradores Temperatura Multicalibradores y Simuladores (Tipo J) (Medidor)";"<p>(-100 a 0) °C</p><p>(0 a 200) °C</p><p>(200 a 400) °C</p><p>(400 a 600) °C</p><p>(600 a 800) °C</p><p>(800 a 1000) °C</p>";"<p>1,0 °C</p><p>1,0 °C</p><p>1,0 °C</p><p>0,99 °C</p><p>1,0 °C</p><p>1,0 °C</p>";"--";"<p>Procedimiento: V-I-T-3.6</p>";"--";"--"
"852";"1";"--";"Temperatura";"Calibradores Temperatura Multicalibradores y Simuladores (Tipo J) (Generador)";"<p>(-100 a 0) °C</p><p>(0 a 200) °C</p><p>(200 a 400) °C</p><p>(400 a 600) °C</p><p>(600 a 800) °C</p><p>(800 a 1000) °C</p>";"<p>0,95 °C</p><p>1,0 °C</p><p>1,0 °C</p><p>1,0 °C</p><p>1,0 °C</p><p>1,0 °C</p>";"--";"<p>Procedimiento: V-I-T-3.6</p>";"--";"--"
"852";"1";"--";"Masa";"Balanzas clase I,Balanzas clase II,Balanzas clase III";"<p>Balanzas Clase III</p><p>(0 a 1 000) g d= 0,1 g</p><p>(0 a 10 000) g d= 0,5 g</p><p>(0 a 10 000) g d= 1 g</p><p>(0 a 10 000) g d= 2 g</p>";"<p>58 mg</p><p>0,29 g</p><p>0,57 g</p><p>1,2 g</p>";"--";"<p>Instructivo Técnico: V-I-M 1.2</p>";"--";"--"
"852";"1";"--";"Masa";"Balanzas clase I,Balanzas clase II,Balanzas clase III";"<p>Balanzas Clase II</p><p>(0 a 1 000) g d= 0,01 g</p><p>(0 a 6 000) g d= 0,01 g</p>";"<p>5,8 mg</p><p>12 mg</p>";"--";"<p>Instructivo Técnico: V-I-M 1.2</p>";"--";"--"
"852";"1";"--";"Masa";"Balanzas de: Clase III exactitud media y Clase IIII Exactitud Ordinaria.";"<p>(0 a 50 000) g; n <= 10000</p><p>(0 a 500) kg; n <= 10000</p><p>(0 a 1 000) kg; n <= 10000</p><p>(0 a 3 000) kg; n <= 10000</p><p>(0 a 4 000) kg; n <= 10000</p>";"<p>0,058 kg</p><p>0,31 kg</p><p>0,58 kg</p><p>0,68 kg</p><p>0,91 kg</p>";"--";"<p>Procedimiento: V-I-M 1.3</p>";"--";"--"
"852";"1";"--";"Masa";"Balanzas clase I,Balanzas clase II,Balanzas clase III";"<p>Balanzas Clase I</p><p>(0 a 300) g d= 0,00001 g</p><p>(0 a 300) g d= 0,0001 g</p><p>(0 a 1 000) g d= 0,001 g</p><p>(0 a 6 000) g d= 0,01 g</p>";"<p>0,18 mg</p><p>0,19 mg</p><p>0,60 mg</p><p>5,8 mg</p>";"--";"<p>Instructivo Técnico: V-I-M 1.2</p>";"--";"--"
"852";"1";"--";"Presión hidráulica";"Transmisores de presión con salida eléctrica";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(344,80 a 689,47) kPa</p><p>(50,01 a 100,00) psi</p><p>(689,54 a 3447,37) kPa</p><p>(100,01 a 500,00) psi</p><p>(3448,06 a 6894,75) kPa</p><p>(500,1 a 1000,0) psi</p><p>(6895,44 a 13789,51) kPa</p><p>(1000,1 a 2000,0) psi</p><p>(13790,20 a 20684,27) kPa</p><p>(2000,1 a 3000,0) psi</p><p>(20684,96 a 34473,78) kPa</p><p>(3000,1 a 5000,0) psi</p><p>(34474,47 a 68947,57) kPa</p><p>(5000,1 a 10000) psi</p>";"<p>0,11 kPa</p><p>0,02 psi</p><p>0,11 kPa</p><p>0,02 psi</p><p>0,35 kPa</p><p>0,05 psi</p><p>2,0 kPa</p><p>0,29 psi</p><p>2,0 kPa</p><p>0,29 psi</p><p>2,6 kPa</p><p>0,37 psi</p><p>4,1 kPa</p><p>0,59 psi</p><p>8,1 kPa</p><p>1,2 psi</p>";"--";"<p>Instructivo Técnico: V-I-P-5.4</p>";"--";"--"
"852";"1";"--";"Presión neumática";"Transmisores de presión con salida eléctrica";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(344,80 a 689,47) kPa</p><p>(50,01 a 100,00) psi</p><p>(689,54 a 3447,37) kPa</p><p>(100,01 a 500,00) psi</p><p>(3448,06 a 6894,75) kPa</p><p>(500,1 a 1000,0) psi</p><p>(6895,44 a 13789,51) kPa</p><p>(1000,1 a 2000,0) psi</p>";"<p>0,13 kPa</p><p>0,02 psi</p><p>0,13 kPa</p><p>0,02 psi</p><p>0,35 kPa</p><p>0,05 psi</p><p>2,0 kPa</p><p>0,29 psi</p><p>2,0 kPa</p><p>0,29 psi</p>";"--";"<p>Instructivo Técnico: V-I-P-5.4</p>";"--";"--"
"852";"1";"--";"Volumen";"Recipientes Volumétricos Metálicos por el método volumétrico.";"<p>(18,92705 a 1 892,705) L</p><p>(5 a 500) gal</p>";"<p>(0,0026 a 0,40) L</p><p>(0,00069 a 0,11) gal</p>";"--";"<p>Instructivo Técnico; V-I-V-4.3</p>";"--";"--"
"852";"1";"--";"Presión neumática";"Indicadores de Presión (manómetros) Tipo Bourdon, Manómetros Analógicos y Digitales";"<p>(0 a 344,73) kPa</p><p>(0 a 50) psi</p><p>(344,80 a 689,47) kPa</p><p>(50,01 a 100,00) psi</p><p>(689,54 a 3447,37) kPa</p><p>(100,01 a 500,00) psi</p><p>(3448,06 a 6894,75) kPa</p><p>(500,1 a 1000,0) psi</p><p>(6895,44 a 13789,51) kPa</p><p>(1000,1 a 2000,0) psi</p>";"<p>0,11 kPa</p><p>0,02 psi</p><p>0,11 kPa</p><p>0,02 psi</p><p>0,35 kPa</p><p>0,05 psi</p><p>2,0 kPa</p><p>0,29 psi</p><p>2,0 kPa</p><p>0,29 psi</p>";"--";"<p>Instructivo Técnico: V-I-P-05</p>";"--";"--"
